#   ID    	RA/deg	      DEC/deg	     flux	     mag 	  dev_ra in arces  dev_dec in arcsec  RMS in arcsec
7.500000e+01   3.676922e+01   2.711575e+01   2.835490e+01   -3.631570e+00   -3.184114e-02   -5.472532e-02   6.331444e-02
7.700000e+01   3.676951e+01   2.711562e+01   2.740002e+01   -3.594377e+00   1.026197e+00   -5.258086e-01   1.153064e+00
7.600000e+01   3.676919e+01   2.711566e+01   2.424105e+01   -3.461379e+00   -1.261275e-01   -3.498971e-01   3.719356e-01
7.700000e+01   3.676934e+01   2.711556e+01   2.517400e+01   -3.502380e+00   4.114720e-01   -7.256674e-01   8.342076e-01
7.800000e+01   3.676941e+01   2.711549e+01   2.375031e+01   -3.439173e+00   6.486472e-01   -9.751900e-01   1.171213e+00
7.900000e+01   3.676932e+01   2.711551e+01   2.008029e+01   -3.256925e+00   3.488764e-01   -9.167010e-01   9.808443e-01
7.500000e+01   3.676926e+01   2.711568e+01   2.087901e+01   -3.299275e+00   1.121960e-01   -2.968101e-01   3.173077e-01
7.800000e+01   3.676919e+01   2.711555e+01   2.343400e+01   -3.424616e+00   -1.319632e-01   -7.463953e-01   7.579711e-01
7.700000e+01   3.676934e+01   2.711561e+01   2.513707e+01   -3.500786e+00   3.886389e-01   -5.567452e-01   6.789738e-01
7.700000e+01   3.676923e+01   2.711576e+01   2.490441e+01   -3.490691e+00   0.000000e+00   0.000000e+00   0.000000e+00
