#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
3.700000e+01   4.898669e+02   2.352314e+02   3.726851e+01   2.709972e+01   1.775641e+00   -6.233879e-01   -2.497068e-01   -2.725518e-01   3.696458e-01
3.900000e+01   4.897539e+02   2.356823e+02   3.726847e+01   2.709966e+01   1.492377e+00   -4.346962e-01   -3.828717e-01   -5.089152e-01   6.368559e-01
3.800000e+01   4.898393e+02   2.361571e+02   3.726862e+01   2.709993e+01   1.770900e+00   -6.204852e-01   1.550014e-01   4.799645e-01   5.043723e-01
3.800000e+01   4.896651e+02   2.364284e+02   3.726851e+01   2.709979e+01   1.287868e+00   -2.746783e-01   -2.186623e-01   -2.764726e-02   2.204032e-01
3.900000e+01   4.896387e+02   2.367289e+02   3.726853e+01   2.709975e+01   1.246681e+00   -2.393881e-01   -1.694677e-01   -1.839818e-01   2.501372e-01
3.800000e+01   4.893771e+02   2.369622e+02   3.726832e+01   2.709950e+01   1.595521e+00   -5.072566e-01   -9.020453e-01   -1.065214e+00   1.395839e+00
3.800000e+01   4.894348e+02   2.369877e+02   3.726844e+01   2.709941e+01   1.667816e+00   -5.553707e-01   -4.715835e-01   -1.388978e+00   1.466851e+00
4.100000e+01   4.894423e+02   2.374076e+02   3.726824e+01   2.709966e+01   1.399135e+00   -3.646488e-01   -1.190179e+00   -5.081949e-01   1.294136e+00
3.700000e+01   4.893522e+02   2.376181e+02   3.726830e+01   2.709955e+01   1.244427e+00   -2.374232e-01   -9.754479e-01   -9.126830e-01   1.335848e+00
3.800000e+01   4.892270e+02   2.381027e+02   3.726857e+01   2.709980e+01   1.565460e+00   -4.866050e-01   0.000000e+00   0.000000e+00   0.000000e+00
