#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
8.100000e+01   1.775414e+01   5.446902e+02   3.637285e+01   2.643224e+01   1.716600e+01   -3.086673e+00   -2.956624e-01   -8.982296e-01   9.456388e-01
8.500000e+01   1.770075e+01   5.450576e+02   3.637318e+01   2.643228e+01   1.903489e+01   -3.198876e+00   8.892001e-01   -7.515472e-01   1.164259e+00
8.300000e+01   1.751182e+01   5.455741e+02   3.637294e+01   2.643216e+01   1.533526e+01   -2.964228e+00   3.347593e-02   -1.161467e+00   1.161949e+00
8.700000e+01   1.738896e+01   5.458560e+02   3.637307e+01   2.643211e+01   1.699209e+01   -3.075617e+00   4.828758e-01   -1.345013e+00   1.429065e+00
8.300000e+01   1.740311e+01   5.460848e+02   3.637311e+01   2.643213e+01   1.707681e+01   -3.081017e+00   6.383693e-01   -1.269709e+00   1.421153e+00
8.500000e+01   1.738769e+01   5.463176e+02   3.637308e+01   2.643241e+01   1.604119e+01   -3.013091e+00   5.348603e-01   -2.646628e-01   5.967595e-01
8.300000e+01   1.738434e+01   5.464442e+02   3.637290e+01   2.643236e+01   1.559713e+01   -2.982612e+00   -1.350344e-01   -4.474541e-01   4.673858e-01
8.500000e+01   1.732009e+01   5.467900e+02   3.637291e+01   2.643244e+01   1.640573e+01   -3.037489e+00   -8.318699e-02   -1.710673e-01   1.902212e-01
8.500000e+01   1.731432e+01   5.470359e+02   3.637298e+01   2.643239e+01   1.778279e+01   -3.125000e+00   1.741071e-01   -3.504891e-01   3.913513e-01
8.500000e+01   1.705918e+01   5.475778e+02   3.637293e+01   2.643249e+01   1.675567e+01   -3.060405e+00   0.000000e+00   0.000000e+00   0.000000e+00
