#   ID    	xpos      ypos        RA/deg	      DEC/deg	     flux	     mag 	  dev_ra/arcsec  dev_dec/arcsec  RMS/arcsec
6.500000e+01   3.755169e+02   3.881138e+02   3.691118e+01   2.699189e+01   3.957165e+01   -3.993460e+00   -1.838701e-01   -1.337261e+00   1.349842e+00
6.500000e+01   3.753740e+02   3.886466e+02   3.691103e+01   2.699182e+01   3.632203e+01   -3.900425e+00   -7.224675e-01   -1.573130e+00   1.731097e+00
6.400000e+01   3.752416e+02   3.890490e+02   3.691110e+01   2.699167e+01   4.618183e+01   -4.161178e+00   -4.390177e-01   -2.109410e+00   2.154611e+00
6.500000e+01   3.751776e+02   3.892711e+02   3.691125e+01   2.699168e+01   4.283745e+01   -4.079559e+00   7.573660e-02   -2.071877e+00   2.073261e+00
6.700000e+01   3.751635e+02   3.897246e+02   3.691094e+01   2.699180e+01   4.353992e+01   -4.097219e+00   -1.036706e+00   -1.656408e+00   1.954085e+00
6.700000e+01   3.751122e+02   3.898914e+02   3.691101e+01   2.699192e+01   4.652615e+01   -4.169243e+00   -7.611447e-01   -1.211482e+00   1.430744e+00
6.200000e+01   3.751449e+02   3.899668e+02   3.691100e+01   2.699184e+01   4.796157e+01   -4.202234e+00   -8.242733e-01   -1.512460e+00   1.722487e+00
6.800000e+01   3.751123e+02   3.901738e+02   3.691120e+01   2.699187e+01   4.500774e+01   -4.133218e+00   -9.623956e-02   -1.414469e+00   1.417740e+00
6.500000e+01   3.750984e+02   3.904755e+02   3.691115e+01   2.699194e+01   4.131858e+01   -4.040363e+00   -2.907409e-01   -1.159266e+00   1.195169e+00
6.500000e+01   3.749683e+02   3.910425e+02   3.691123e+01   2.699226e+01   4.690826e+01   -4.178123e+00   0.000000e+00   0.000000e+00   0.000000e+00
